loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status,age_group,income_segment,loan_amount_segment,interest_rate_segment,loan_to_income_segment,credit_history_segment,employment_length_segment,grade_risk_score,interest_risk_score,dti_risk_score,previous_default_risk_score,income_risk_score,risk_score,risk_level
122,21,49000,Rent,4.0,Education,B,25000,10.99,1,0.51,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,Very High DTI,Very Short History,4-5 Years,10,5,25,0,0,40,Medium Risk
123,25,225000,Mortgage,0.0,Venture,F,25000,18.67,0,0.11,N,2,Non-Default,No Previous Default,18-25,High Income,Large Loan,High Rate,Low DTI,Very Short History,0-1 Years,65,15,5,0,0,85,Very High Risk
124,26,225000,Rent,1.0,Education,A,3000,9.32,0,0.01,N,4,Non-Default,No Previous Default,26-35,High Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
125,23,225000,Rent,8.0,Debtconsolidation,A,7500,8.63,0,0.03,N,2,Non-Default,No Previous Default,18-25,High Income,Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
126,26,225000,Mortgage,2.0,Venture,B,25000,10.08,0,0.11,N,2,Non-Default,No Previous Default,26-35,High Income,Large Loan,Low Rate,Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
127,22,49464,Rent,5.0,Personal,B,25000,11.83,1,0.51,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,Very High DTI,Very Short History,4-5 Years,10,5,25,0,0,40,Medium Risk
128,23,50000,Rent,1.0,Debtconsolidation,A,25000,7.9,1,0.5,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Very Low Rate,High DTI,Very Short History,0-1 Years,5,5,25,0,0,35,Medium Risk
129,25,50000,Rent,4.0,Homeimprovement,A,25000,5.99,1,0.5,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Very Low Rate,High DTI,Very Short History,4-5 Years,5,5,25,0,0,35,Medium Risk
130,24,44000,Rent,2.0,Debtconsolidation,D,25000,15.33,1,0.57,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,Very High DTI,Very Short History,2-3 Years,35,10,25,0,0,70,High Risk
131,23,50000,Rent,1.0,Venture,B,25000,11.83,1,0.5,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Short History,0-1 Years,10,5,25,0,0,40,Medium Risk
132,22,50004,Rent,0.0,Venture,B,25000,10.36,1,0.5,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Very Short History,0-1 Years,10,5,25,0,0,40,Medium Risk
133,22,50004,Rent,3.0,Venture,C,25000,12.23,1,0.5,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,2-3 Years,20,10,25,0,0,55,High Risk
134,22,52000,Rent,2.0,Education,B,25000,11.11,1,0.48,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
135,23,13200,Own,3.0,Debtconsolidation,A,4950,7.9,1,0.38,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,High DTI,Short History,2-3 Years,5,5,20,0,10,40,Medium Risk
136,24,220000,Mortgage,1.0,Education,B,25000,11.58,0,0.11,N,2,Non-Default,No Previous Default,18-25,High Income,Large Loan,Low Rate,Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
137,23,216000,Mortgage,5.0,Debtconsolidation,A,21000,8.9,0,0.1,N,3,Non-Default,No Previous Default,18-25,High Income,Large Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
138,25,216000,Mortgage,2.0,Education,D,25000,16.07,0,0.12,N,3,Non-Default,No Previous Default,18-25,High Income,Large Loan,High Rate,Low DTI,Very Short History,2-3 Years,35,15,5,0,0,55,High Risk
139,26,216000,Mortgage,10.0,Education,C,20000,14.22,0,0.09,Y,2,Non-Default,Previous Default,26-35,High Income,Large Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
140,23,215000,Mortgage,7.0,Medical,C,35000,14.79,0,0.16,Y,3,Non-Default,Previous Default,18-25,High Income,Very Large Loan,Medium Rate,Low DTI,Very Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
141,26,215000,Mortgage,11.0,Education,A,12000,7.88,0,0.06,N,2,Non-Default,No Previous Default,26-35,High Income,Medium Loan,Very Low Rate,Very Low DTI,Very Short History,10+ Years,5,5,5,0,0,15,Low Risk
142,23,52000,Rent,1.0,Personal,C,25000,13.22,1,0.48,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,0-1 Years,20,10,20,0,0,50,Medium Risk
143,26,46000,Rent,2.0,Debtconsolidation,D,25000,11.86,1,0.54,N,4,Default,No Previous Default,26-35,Lower-Mid Income,Large Loan,Low Rate,Very High DTI,Short History,2-3 Years,35,5,25,0,0,65,High Risk
144,22,53000,Rent,5.0,Education,C,25000,13.43,1,0.47,Y,4,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Short History,4-5 Years,20,10,20,15,0,65,High Risk
145,26,47000,Rent,0.0,Homeimprovement,D,25000,15.28,1,0.53,Y,2,Default,Previous Default,26-35,Lower-Mid Income,Large Loan,Medium Rate,Very High DTI,Very Short History,0-1 Years,35,10,25,15,0,85,Very High Risk
146,23,47000,Rent,1.0,Venture,E,25000,17.93,1,0.53,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,High Rate,Very High DTI,Very Short History,0-1 Years,50,15,25,0,0,90,Very High Risk
147,23,13200,Mortgage,2.0,Education,B,1400,9.25,0,0.11,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Short History,2-3 Years,10,5,5,0,10,30,Medium Risk
148,21,13200,Own,0.0,Venture,C,4500,12.98,1,0.34,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,High DTI,Short History,0-1 Years,20,10,20,0,10,60,High Risk
149,22,210000,Mortgage,6.0,Venture,B,16000,10.62,0,0.08,N,4,Non-Default,No Previous Default,18-25,High Income,Large Loan,Low Rate,Very Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
150,26,210000,Own,10.0,Personal,B,22000,11.83,0,0.1,N,4,Non-Default,No Previous Default,26-35,High Income,Large Loan,Low Rate,Very Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
151,26,48000,Rent,5.0,Venture,F,25000,18.43,1,0.52,N,2,Default,No Previous Default,26-35,Lower-Mid Income,Large Loan,High Rate,Very High DTI,Very Short History,4-5 Years,65,15,25,0,0,100,Very High Risk
152,22,54996,Rent,6.0,Education,B,25000,10.99,1,0.45,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
153,24,55000,Rent,4.0,Homeimprovement,D,25000,15.31,1,0.45,Y,4,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Short History,4-5 Years,35,10,20,15,0,80,Very High Risk
154,23,55000,Rent,4.0,Education,B,25000,11.36,1,0.45,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Very Short History,4-5 Years,10,5,20,0,0,35,Medium Risk
155,23,55000,Rent,4.0,Education,D,25000,15.65,1,0.45,Y,3,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,4-5 Years,35,10,20,15,0,80,Very High Risk
156,24,55164,Rent,8.0,Personal,C,25000,13.22,1,0.45,Y,4,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Short History,6-10 Years,20,10,20,15,0,65,High Risk
157,26,56000,Rent,4.0,Debtconsolidation,C,25000,12.87,1,0.45,N,2,Default,No Previous Default,26-35,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,4-5 Years,20,10,20,0,0,50,Medium Risk
158,24,203500,Own,8.0,Medical,C,20000,13.04,0,0.1,N,3,Non-Default,No Previous Default,18-25,High Income,Large Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
159,23,190000,Mortgage,5.0,Education,F,22000,17.58,1,0.12,Y,3,Default,Previous Default,18-25,Upper-Mid Income,Large Loan,High Rate,Low DTI,Very Short History,4-5 Years,65,15,5,15,0,100,Very High Risk
160,23,13920,Own,2.0,Personal,E,7750,17.04,1,0.56,N,4,Default,No Previous Default,18-25,Low Income,Small Loan,High Rate,Very High DTI,Short History,2-3 Years,50,15,25,0,10,100,Very High Risk
161,24,60000,Rent,0.0,Personal,B,25000,10.99,1,0.42,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Very Short History,0-1 Years,10,5,20,0,0,35,Medium Risk
162,24,60000,Rent,2.0,Personal,B,25000,11.11,1,0.42,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Very Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
163,26,54000,Rent,7.0,Debtconsolidation,D,25000,14.83,1,0.46,Y,2,Default,Previous Default,26-35,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
164,23,14000,Own,2.0,Debtconsolidation,D,4000,15.31,1,0.29,N,3,Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Medium DTI,Very Short History,2-3 Years,35,10,10,0,10,65,High Risk
165,24,200000,Rent,8.0,Medical,B,12000,12.69,0,0.06,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,10,10,5,0,0,25,Low Risk
166,24,200000,Mortgage,8.0,Homeimprovement,C,12000,13.49,0,0.06,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
167,21,200000,Mortgage,5.0,Education,C,16000,14.65,0,0.08,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
168,25,54000,Rent,3.0,Homeimprovement,E,25000,16.82,1,0.46,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,High Rate,High DTI,Short History,2-3 Years,50,15,20,0,0,85,Very High Risk
169,23,60000,Rent,3.0,Personal,C,25000,12.73,1,0.42,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,2-3 Years,20,10,20,0,0,50,Medium Risk
170,23,60000,Rent,7.0,Personal,B,25000,10.25,1,0.42,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
171,21,60000,Rent,6.0,Education,B,25000,10.99,1,0.42,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,Low Rate,High DTI,Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
172,25,61959,Rent,9.0,Medical,C,25000,12.73,1,0.4,N,2,Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,20,10,20,0,0,50,Medium Risk
173,22,56400,Rent,2.0,Homeimprovement,D,25000,14.96,1,0.44,Y,3,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,2-3 Years,35,10,20,15,0,80,Very High Risk
174,23,200000,Mortgage,7.0,Education,A,28000,7.49,0,0.14,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Very Large Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
175,21,200000,Mortgage,2.0,Debtconsolidation,C,25000,13.99,0,0.13,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Very Short History,2-3 Years,20,10,5,0,0,35,Medium Risk
176,24,200000,Mortgage,3.0,Venture,A,24000,7.49,0,0.12,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
177,26,200000,Mortgage,4.0,Education,C,15000,14.79,0,0.07,N,3,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
178,25,200000,Mortgage,2.0,Debtconsolidation,B,15500,11.99,0,0.08,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
179,24,200000,Rent,8.0,Education,A,10000,8.49,0,0.05,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
180,24,66000,Rent,3.0,Education,B,25000,9.91,1,0.38,N,2,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
181,22,66000,Rent,6.0,Education,C,25000,13.06,1,0.38,Y,3,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,20,10,20,15,0,65,High Risk
182,22,200000,Mortgage,6.0,Debtconsolidation,A,9000,6.17,0,0.04,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
183,25,200000,Rent,5.0,Education,D,18000,16.32,0,0.09,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,High Rate,Very Low DTI,Very Short History,4-5 Years,35,15,5,0,0,55,High Risk
184,25,200000,Mortgage,2.0,Venture,B,12000,10.38,0,0.06,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
185,25,200000,Mortgage,9.0,Personal,C,23050,14.35,0,0.12,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
186,24,200000,Mortgage,8.0,Debtconsolidation,B,20000,10.99,0,0.1,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
187,24,60000,Rent,2.0,Debtconsolidation,E,25000,16.82,1,0.42,Y,2,Default,Previous Default,18-25,Lower-Mid Income,Large Loan,High Rate,High DTI,Very Short History,2-3 Years,50,15,20,15,0,100,Very High Risk
188,21,14400,Own,0.0,Homeimprovement,B,3000,10.99,1,0.21,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Medium DTI,Short History,0-1 Years,10,5,10,0,10,35,Medium Risk
189,26,66996,Rent,10.0,Personal,D,25000,15.21,1,0.37,Y,2,Default,Previous Default,26-35,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
190,23,67000,Rent,3.0,Education,A,25000,7.9,1,0.37,N,4,Default,No Previous Default,18-25,Mid Income,Large Loan,Very Low Rate,High DTI,Short History,2-3 Years,5,5,20,0,0,30,Medium Risk
191,24,67000,Rent,2.0,Venture,B,25000,10.99,1,0.37,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
192,24,68000,Rent,5.0,Personal,D,25000,14.09,1,0.37,Y,3,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,4-5 Years,35,10,20,15,0,80,Very High Risk
193,25,69000,Rent,9.0,Personal,D,25000,17.49,1,0.36,N,2,Default,No Previous Default,18-25,Mid Income,Large Loan,High Rate,High DTI,Very Short History,6-10 Years,35,15,20,0,0,70,High Risk
194,25,200000,Mortgage,0.0,Education,B,12000,11.48,0,0.06,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
195,26,188000,Mortgage,10.0,Venture,E,20000,17.74,1,0.11,N,2,Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,High Rate,Low DTI,Very Short History,6-10 Years,50,15,5,0,0,70,High Risk
196,26,200000,Mortgage,4.0,Personal,C,3000,13.92,0,0.01,N,3,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
197,25,69996,Rent,9.0,Education,D,25000,15.21,1,0.36,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,0,0,65,High Risk
198,22,14400,Own,2.0,Medical,B,4000,10.99,1,0.28,N,3,Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Medium DTI,Very Short History,2-3 Years,10,5,10,0,10,35,Medium Risk
199,24,70000,Rent,3.0,Education,B,25000,11.86,1,0.36,N,4,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
200,24,14400,Own,5.0,Personal,A,6000,7.49,1,0.42,N,3,Default,No Previous Default,18-25,Low Income,Small Loan,Very Low Rate,High DTI,Very Short History,4-5 Years,5,5,20,0,10,40,Medium Risk
201,24,56100,Rent,7.0,Medical,D,25000,16.49,1,0.38,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Large Loan,High Rate,High DTI,Short History,6-10 Years,35,15,20,0,0,70,High Risk
202,25,66000,Rent,9.0,Venture,D,25000,15.33,1,0.38,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
203,26,66000,Rent,3.0,Homeimprovement,B,25000,11.58,1,0.38,N,4,Default,No Previous Default,26-35,Mid Income,Large Loan,Low Rate,High DTI,Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
204,25,14400,Own,7.0,Education,A,5375,5.79,1,0.37,N,2,Default,No Previous Default,18-25,Low Income,Small Loan,Very Low Rate,High DTI,Very Short History,6-10 Years,5,5,20,0,10,40,Medium Risk
205,25,72612,Rent,9.0,Medical,C,25000,13.11,1,0.34,N,2,Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,20,10,20,0,0,50,Medium Risk
206,23,74000,Rent,3.0,Medical,B,25000,10.36,1,0.34,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
207,25,75000,Rent,9.0,Debtconsolidation,B,25000,10.36,1,0.33,N,2,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
208,24,192000,Rent,0.0,Medical,C,22000,13.48,0,0.11,Y,2,Non-Default,Previous Default,18-25,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Very Short History,0-1 Years,20,10,5,15,0,50,Medium Risk
209,21,192000,Mortgage,50.0,Venture,A,20000,6.54,0,0.1,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Very Low Rate,Very Low DTI,Short History,10+ Years,5,5,5,0,0,15,Low Risk
210,25,191000,Mortgage,1.0,Medical,B,10000,12.53,0,0.05,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,10,10,5,0,0,25,Low Risk
211,26,190300,Mortgage,5.0,Personal,A,15000,7.49,0,0.08,N,3,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
212,22,190000,Mortgage,3.0,Venture,C,10000,13.48,0,0.05,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Very Short History,2-3 Years,20,10,5,0,0,35,Medium Risk
213,24,75000,Rent,4.0,Education,B,25000,10.25,1,0.33,N,4,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Short History,4-5 Years,10,5,20,0,0,35,Medium Risk
214,22,71000,Rent,1.0,Education,D,25000,15.95,1,0.35,Y,4,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Short History,0-1 Years,35,10,20,15,0,80,Very High Risk
215,26,190000,Mortgage,3.0,Venture,B,20000,12.18,0,0.11,N,4,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Short History,2-3 Years,10,10,5,0,0,25,Low Risk
216,23,189996,Own,0.0,Personal,B,24000,11.83,0,0.13,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Large Loan,Low Rate,Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
217,23,78000,Rent,7.0,Debtconsolidation,C,25000,13.48,1,0.32,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,20,10,20,15,0,65,High Risk
218,23,78000,Rent,1.0,Venture,B,25000,10.62,1,0.32,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,0-1 Years,10,5,20,0,0,35,Medium Risk
219,23,78504,Rent,7.0,Venture,B,25000,10.74,1,0.32,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Very Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
220,25,186000,Own,9.0,Venture,B,10000,10.25,0,0.05,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
221,24,185000,Mortgage,4.0,Education,B,35000,12.42,0,0.19,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Very Large Loan,Medium Rate,Low DTI,Very Short History,4-5 Years,10,10,5,0,0,25,Low Risk
222,25,185000,Rent,6.0,Venture,C,15000,15.27,0,0.08,N,2,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
223,24,62050,Rent,8.0,Medical,D,25000,15.33,1,0.34,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
224,23,79416,Rent,7.0,Venture,D,25000,15.21,1,0.31,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
225,21,14400,Own,4.0,Venture,C,6250,14.72,1,0.43,N,2,Default,No Previous Default,18-25,Low Income,Small Loan,Medium Rate,High DTI,Very Short History,4-5 Years,20,10,20,0,10,60,High Risk
226,24,79631,Rent,8.0,Personal,D,25000,15.7,1,0.31,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Very Short History,6-10 Years,35,10,20,15,0,80,Very High Risk
227,24,79632,Rent,0.0,Education,C,25000,13.35,1,0.31,N,4,Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,High DTI,Short History,0-1 Years,20,10,20,0,0,50,Medium Risk
