loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
274,24,92000,Rent,1.0,Venture,C,25000,12.73,0,0.27,Y,4,Non-Default,Previous Default
275,23,93600,Rent,3.0,Venture,D,25000,15.21,0,0.27,N,4,Non-Default,No Previous Default
276,23,15000,Mortgage,1.0,Medical,C,1750,12.68,0,0.12,Y,3,Non-Default,Previous Default
277,23,70550,Rent,3.0,Medical,F,25000,19.04,1,0.3,Y,4,Default,Previous Default
278,25,83800,Rent,2.0,Debtconsolidation,D,25000,15.95,1,0.3,Y,3,Default,Previous Default
279,26,175000,Mortgage,3.0,Venture,A,2600,8.9,0,0.01,N,4,Non-Default,No Previous Default
280,25,175000,Mortgage,10.0,Homeimprovement,A,8000,7.9,0,0.05,N,2,Non-Default,No Previous Default
281,22,175000,Mortgage,6.0,Education,B,18000,10.99,0,0.1,N,2,Non-Default,No Previous Default
282,23,175000,Mortgage,8.0,Personal,B,21000,11.99,0,0.12,N,3,Non-Default,No Previous Default
283,23,15000,Own,4.0,Debtconsolidation,C,4000,13.98,1,0.27,N,4,Default,No Previous Default
284,23,15000,Own,4.0,Venture,B,4600,10.99,1,0.31,N,2,Default,No Previous Default
285,22,88000,Rent,6.0,Debtconsolidation,D,25000,15.58,1,0.28,Y,2,Default,Previous Default
286,25,74800,Rent,2.0,Medical,B,25000,10.99,1,0.28,N,2,Default,No Previous Default
287,25,88000,Rent,0.0,Venture,D,25000,14.96,1,0.28,N,4,Default,No Previous Default
288,25,15000,Own,2.0,Homeimprovement,D,1750,15.31,0,0.12,Y,4,Non-Default,Previous Default
289,26,88000,Rent,2.0,Venture,D,25000,15.65,1,0.28,N,3,Default,No Previous Default
290,25,100000,Rent,1.0,Venture,B,25000,9.33,0,0.25,N,4,Non-Default,No Previous Default
291,23,15000,Mortgage,0.0,Personal,C,3600,13.47,1,0.24,N,4,Default,No Previous Default
292,24,102400,Rent,8.0,Personal,B,25000,10.36,0,0.24,N,3,Non-Default,No Previous Default
293,24,92000,Rent,1.0,Homeimprovement,E,25000,16.77,1,0.27,Y,4,Default,Previous Default
294,23,93000,Rent,0.0,Debtconsolidation,D,25000,14.59,1,0.27,Y,2,Default,Previous Default
295,22,175000,Rent,6.0,Venture,C,3500,11.91,0,0.02,Y,2,Non-Default,Previous Default
296,23,175000,Mortgage,3.0,Education,A,7200,8.38,0,0.04,N,3,Non-Default,No Previous Default
297,25,174708,Rent,9.0,Venture,B,9000,10.59,0,0.05,N,3,Non-Default,No Previous Default
298,25,174000,Mortgage,2.0,Debtconsolidation,C,8800,14.27,0,0.05,N,3,Non-Default,No Previous Default
299,26,174000,Rent,8.0,Debtconsolidation,B,12000,12.53,0,0.07,N,4,Non-Default,No Previous Default
300,25,162000,Mortgage,5.0,Debtconsolidation,E,25000,16.0,1,0.15,Y,3,Default,Previous Default
301,26,173467,Mortgage,10.0,Venture,B,10000,11.71,0,0.06,N,4,Non-Default,No Previous Default
302,21,15000,Own,0.0,Homeimprovement,C,3175,11.54,1,0.21,Y,3,Default,Previous Default
303,25,96000,Rent,2.0,Homeimprovement,E,25000,15.68,1,0.26,Y,4,Default,Previous Default
304,21,15120,Mortgage,0.0,Education,B,1500,10.59,0,0.1,N,2,Non-Default,No Previous Default
305,24,97908,Rent,8.0,Homeimprovement,D,25000,12.61,1,0.26,Y,2,Default,Previous Default
306,26,110000,Rent,3.0,Personal,C,25000,13.48,0,0.23,Y,2,Non-Default,Previous Default
307,23,15204,Mortgage,7.0,Personal,A,2800,8.49,1,0.18,N,3,Default,No Previous Default
308,25,159600,Rent,0.0,Personal,D,30000,17.27,1,0.19,Y,4,Default,Previous Default
309,24,171500,Rent,6.0,Debtconsolidation,A,18000,8.9,0,0.1,N,4,Non-Default,No Previous Default
310,25,170004,Mortgage,3.0,Medical,B,10000,11.11,0,0.06,N,4,Non-Default,No Previous Default
311,24,158004,Rent,0.0,Homeimprovement,D,25000,14.59,1,0.16,Y,2,Default,Previous Default
312,26,170000,Rent,0.0,Venture,B,13000,12.42,0,0.08,N,3,Non-Default,No Previous Default
313,24,83300,Rent,0.0,Medical,D,25000,15.31,1,0.26,N,2,Default,No Previous Default
314,24,110000,Rent,7.0,Homeimprovement,D,25000,15.7,0,0.23,Y,2,Non-Default,Previous Default
315,22,15360,Own,7.0,Homeimprovement,B,2500,12.53,1,0.16,N,3,Default,No Previous Default
316,25,134300,Rent,3.0,Medical,D,5000,16.49,1,0.03,N,2,Default,No Previous Default
317,25,170000,Mortgage,2.0,Education,A,20000,7.49,0,0.12,N,2,Non-Default,No Previous Default
318,22,100580,Rent,6.0,Debtconsolidation,D,25000,14.96,1,0.25,Y,2,Default,Previous Default
319,25,113000,Rent,7.0,Medical,C,25000,12.73,0,0.22,Y,4,Non-Default,Previous Default
320,24,120000,Rent,8.0,Education,B,25000,10.65,0,0.21,N,4,Non-Default,No Previous Default
321,25,120000,Rent,6.0,Medical,B,25000,10.74,0,0.21,N,2,Non-Default,No Previous Default
322,23,120000,Rent,7.0,Education,B,25000,9.99,0,0.21,N,2,Non-Default,No Previous Default
323,24,91800,Rent,5.0,Medical,D,25000,15.33,1,0.23,Y,2,Default,Previous Default
324,21,15600,Own,5.0,Venture,A,1000,7.29,0,0.06,N,4,Non-Default,No Previous Default
325,26,108000,Rent,2.0,Personal,D,25000,15.05,1,0.23,N,3,Default,No Previous Default
326,26,129996,Rent,6.0,Personal,B,25000,10.75,0,0.19,N,3,Non-Default,No Previous Default
327,23,130000,Rent,4.0,Education,D,25000,16.02,0,0.19,Y,2,Non-Default,Previous Default
328,23,130000,Rent,7.0,Venture,B,25000,11.49,0,0.19,N,4,Non-Default,No Previous Default
329,25,170000,Own,4.0,Education,B,20000,12.53,0,0.12,N,4,Non-Default,No Previous Default
330,26,170000,Mortgage,0.0,Venture,C,12000,13.57,0,0.07,Y,2,Non-Default,Previous Default
331,22,169000,Rent,1.0,Personal,B,14000,11.14,0,0.08,N,3,Non-Default,No Previous Default
332,26,168750,Rent,10.0,Medical,C,24250,12.87,0,0.14,Y,3,Non-Default,Previous Default
333,23,168600,Rent,3.0,Education,B,20000,11.58,0,0.12,N,3,Non-Default,No Previous Default
334,24,168288,Rent,5.0,Homeimprovement,B,1800,11.12,0,0.01,N,3,Non-Default,No Previous Default
335,25,168000,Mortgage,2.0,Personal,B,35000,10.65,0,0.21,N,2,Non-Default,No Previous Default
336,24,133300,Rent,6.0,Debtconsolidation,B,25000,10.37,0,0.19,N,2,Non-Default,No Previous Default
337,24,15600,Own,5.0,Homeimprovement,A,3300,6.39,1,0.21,N,4,Default,No Previous Default
338,24,134000,Rent,8.0,Personal,D,25000,16.07,0,0.19,Y,3,Non-Default,Previous Default
339,25,134000,Rent,7.0,Medical,B,25000,10.62,0,0.19,N,2,Non-Default,No Previous Default
340,25,15600,Own,0.0,Venture,F,3200,18.09,1,0.21,N,2,Default,No Previous Default
341,25,135000,Rent,5.0,Education,B,25000,11.36,0,0.19,N,4,Non-Default,No Previous Default
342,26,135660,Rent,10.0,Debtconsolidation,B,25000,12.53,0,0.18,N,4,Non-Default,No Previous Default
343,25,145000,Rent,0.0,Education,B,25000,9.99,0,0.17,N,4,Non-Default,No Previous Default
344,23,150000,Rent,4.0,Education,B,25000,10.36,0,0.17,N,3,Non-Default,No Previous Default
345,23,165000,Mortgage,3.0,Education,A,9600,5.99,0,0.06,N,3,Non-Default,No Previous Default
346,22,153000,Mortgage,5.0,Debtconsolidation,D,24000,15.62,1,0.16,Y,2,Default,Previous Default
347,24,165000,Mortgage,5.0,Personal,B,20000,10.37,0,0.12,N,4,Non-Default,No Previous Default
348,25,165000,Mortgage,0.0,Homeimprovement,F,25000,19.74,0,0.15,N,4,Non-Default,No Previous Default
349,21,165000,Mortgage,5.0,Education,A,20000,6.91,0,0.12,N,4,Non-Default,No Previous Default
350,23,16000,Own,7.0,Medical,A,6000,7.9,1,0.38,N,2,Default,No Previous Default
351,23,16000,Mortgage,3.0,Debtconsolidation,C,2275,13.06,0,0.14,Y,4,Non-Default,Previous Default
352,23,16000,Own,7.0,Personal,A,2000,6.39,0,0.13,N,3,Non-Default,No Previous Default
353,23,148000,Rent,1.0,Debtconsolidation,E,25000,14.93,1,0.17,N,3,Default,No Previous Default
354,23,16000,Mortgage,1.0,Medical,C,5600,12.84,1,0.35,N,4,Default,No Previous Default
355,24,16020,Own,3.0,Venture,E,3625,17.14,1,0.23,Y,2,Default,Previous Default
356,22,16094,Mortgage,2.0,Venture,A,5500,7.14,1,0.34,N,3,Default,No Previous Default
357,25,175000,Rent,2.0,Personal,A,25000,8.9,0,0.14,N,2,Non-Default,No Previous Default
358,22,16200,Own,6.0,Personal,B,2000,12.42,0,0.12,N,3,Non-Default,No Previous Default
359,24,185000,Rent,7.0,Homeimprovement,C,25000,12.68,0,0.14,Y,2,Non-Default,Previous Default
360,25,162000,Rent,9.0,Personal,C,25000,11.03,0,0.15,N,2,Non-Default,No Previous Default
361,26,161000,Rent,10.0,Venture,A,30000,7.9,0,0.19,N,4,Non-Default,No Previous Default
362,22,160000,Mortgage,0.0,Medical,B,35000,10.65,0,0.22,N,4,Non-Default,No Previous Default
363,25,225000,Rent,5.0,Venture,B,25000,11.86,0,0.11,N,4,Non-Default,No Previous Default
364,25,16400,Own,1.0,Personal,A,5000,8.94,1,0.3,N,4,Default,No Previous Default
365,23,16500,Own,6.0,Venture,B,4375,9.63,1,0.27,N,4,Default,No Previous Default
366,25,49500,Rent,6.0,Personal,C,24750,14.22,1,0.5,N,3,Default,No Previous Default
367,23,60000,Rent,4.0,Debtconsolidation,B,24750,9.33,1,0.41,N,3,Default,No Previous Default
368,24,84200,Rent,8.0,Medical,C,24500,13.85,0,0.29,N,4,Non-Default,No Previous Default
369,22,16800,Mortgage,5.0,Education,B,2000,10.65,0,0.12,N,2,Non-Default,No Previous Default
370,24,92000,Rent,8.0,Medical,B,24500,11.46,0,0.27,N,4,Non-Default,No Previous Default
371,23,160000,Mortgage,5.0,Personal,A,35000,7.66,0,0.22,N,2,Non-Default,No Previous Default
372,24,160000,Mortgage,9.0,Venture,E,12000,16.77,0,0.07,N,4,Non-Default,No Previous Default
373,25,160000,Mortgage,1.0,Personal,B,12000,9.63,0,0.07,N,4,Non-Default,No Previous Default
374,26,160000,Rent,6.0,Personal,C,25000,12.23,0,0.16,Y,4,Non-Default,Previous Default
375,25,125800,Mortgage,0.0,Medical,D,10000,14.09,1,0.07,N,4,Default,No Previous Default
376,25,54000,Rent,2.0,Personal,C,24250,13.98,1,0.45,N,4,Default,No Previous Default
377,23,62500,Rent,1.0,Education,B,24250,10.62,1,0.39,N,4,Default,No Previous Default
378,24,16800,Mortgage,4.0,Debtconsolidation,A,3900,7.49,1,0.23,N,3,Default,No Previous Default
379,25,68400,Rent,9.0,Personal,E,24250,17.56,1,0.35,N,4,Default,No Previous Default
380,26,56045,Rent,1.0,Medical,D,24250,14.96,1,0.37,N,2,Default,No Previous Default
381,22,74000,Rent,7.0,Debtconsolidation,D,24250,15.65,1,0.33,Y,2,Default,Previous Default
382,24,65453,Rent,9.0,Medical,D,24250,15.7,1,0.31,N,2,Default,No Previous Default
383,24,89908,Rent,1.0,Venture,B,24250,12.53,0,0.27,N,3,Non-Default,No Previous Default
384,26,78000,Rent,0.0,Homeimprovement,E,24250,17.56,1,0.31,Y,3,Default,Previous Default
385,23,100000,Rent,0.0,Personal,C,24250,12.87,0,0.24,Y,2,Non-Default,Previous Default
386,23,103000,Rent,6.0,Personal,D,24250,15.7,0,0.24,N,2,Non-Default,No Previous Default
387,25,160000,Mortgage,2.0,Education,A,9000,7.49,0,0.06,N,3,Non-Default,No Previous Default
388,25,160000,Own,5.0,Venture,B,15000,11.14,0,0.09,N,4,Non-Default,No Previous Default
389,24,160000,Mortgage,3.0,Venture,D,20000,16.0,0,0.13,N,3,Non-Default,No Previous Default
390,23,160000,Mortgage,2.0,Education,D,25000,15.65,0,0.16,Y,2,Non-Default,Previous Default
391,26,160000,Mortgage,0.0,Debtconsolidation,C,13750,13.48,0,0.09,N,4,Non-Default,No Previous Default
392,21,160000,Mortgage,3.0,Venture,D,15250,15.31,0,0.1,Y,4,Non-Default,Previous Default
393,25,160000,Mortgage,3.0,Venture,C,20000,13.47,0,0.13,Y,2,Non-Default,Previous Default
394,22,16800,Mortgage,0.0,Homeimprovement,C,4750,13.85,1,0.28,Y,2,Default,Previous Default
395,25,111996,Rent,9.0,Personal,D,24250,15.31,0,0.22,N,3,Non-Default,No Previous Default
396,21,16800,Mortgage,0.0,Venture,B,6000,10.39,1,0.36,N,4,Default,No Previous Default
397,25,115200,Rent,0.0,Homeimprovement,B,24250,11.36,0,0.21,N,2,Non-Default,No Previous Default
398,23,144000,Rent,0.0,Education,B,24250,11.83,0,0.17,N,3,Non-Default,No Previous Default
399,23,287000,Rent,3.0,Education,B,24250,12.53,0,0.08,N,3,Non-Default,No Previous Default
400,22,108000,Rent,1.0,Homeimprovement,D,24150,14.96,1,0.22,Y,3,Default,Previous Default
401,22,43000,Rent,7.0,Debtconsolidation,C,24000,13.85,1,0.56,Y,3,Default,Previous Default
402,23,47004,Rent,1.0,Venture,B,24000,11.58,1,0.51,N,4,Default,No Previous Default
403,24,48000,Rent,4.0,Venture,D,24000,16.29,1,0.5,Y,2,Default,Previous Default
404,26,48000,Rent,4.0,Medical,A,24000,7.49,1,0.5,N,3,Default,No Previous Default
405,21,44964,Rent,2.0,Education,D,24000,16.29,1,0.53,Y,2,Default,Previous Default
406,25,52000,Rent,4.0,Personal,B,24000,10.74,1,0.46,N,2,Default,No Previous Default
407,22,17352,Mortgage,4.0,Education,C,2250,15.27,0,0.13,Y,3,Non-Default,Previous Default
408,24,47000,Rent,3.0,Personal,F,24000,17.8,1,0.51,N,2,Default,No Previous Default
409,22,17400,Mortgage,6.0,Venture,B,1000,11.36,0,0.06,N,2,Non-Default,No Previous Default
410,22,49000,Rent,2.0,Medical,E,24000,17.56,1,0.49,N,4,Default,No Previous Default
411,26,60000,Rent,0.0,Personal,A,24000,7.9,1,0.4,N,4,Default,No Previous Default
412,25,60000,Rent,3.0,Personal,B,24000,10.99,1,0.4,N,4,Default,No Previous Default
413,22,60000,Rent,0.0,Personal,A,24000,7.29,1,0.4,N,3,Default,No Previous Default
414,21,60000,Rent,5.0,Medical,B,24000,10.75,1,0.4,N,2,Default,No Previous Default
415,26,62004,Rent,9.0,Debtconsolidation,A,24000,7.9,1,0.39,N,3,Default,No Previous Default
416,22,62400,Rent,3.0,Education,D,24000,14.84,1,0.38,N,2,Default,No Previous Default
417,26,65000,Rent,10.0,Debtconsolidation,A,24000,7.49,1,0.37,N,2,Default,No Previous Default
418,22,17760,Mortgage,6.0,Education,C,4975,13.48,1,0.28,Y,3,Default,Previous Default
419,23,59000,Rent,5.0,Debtconsolidation,E,24000,19.69,1,0.41,Y,2,Default,Previous Default
420,23,66000,Rent,6.0,Venture,A,24000,7.49,1,0.36,N,4,Default,No Previous Default
421,24,60000,Rent,0.0,Venture,D,24000,14.96,1,0.4,N,4,Default,No Previous Default
422,25,66143,Rent,9.0,Education,A,24000,6.99,1,0.36,N,3,Default,No Previous Default
423,22,62250,Rent,3.0,Personal,E,24000,16.45,1,0.39,Y,4,Default,Previous Default
424,24,70000,Rent,8.0,Education,B,24000,10.99,1,0.34,N,4,Default,No Previous Default
425,23,74000,Rent,7.0,Debtconsolidation,B,24000,10.99,1,0.32,N,2,Default,No Previous Default
426,22,18000,Own,3.0,Personal,A,3000,7.9,1,0.17,N,4,Default,No Previous Default
427,22,75000,Rent,6.0,Education,B,24000,12.69,1,0.32,N,4,Default,No Previous Default
428,24,75000,Rent,9.0,Medical,B,24000,10.37,1,0.32,N,3,Default,No Previous Default
429,24,75000,Rent,7.0,Homeimprovement,C,24000,13.48,1,0.32,N,3,Default,No Previous Default
430,26,69000,Rent,0.0,Debtconsolidation,F,24000,15.83,1,0.35,N,3,Default,No Previous Default
431,23,78000,Rent,4.0,Personal,C,24000,13.92,1,0.31,N,3,Default,No Previous Default
432,22,18000,Own,4.0,Venture,B,2000,11.49,0,0.11,N,3,Non-Default,No Previous Default
433,24,80000,Rent,2.0,Medical,B,24000,10.25,0,0.3,N,2,Non-Default,No Previous Default
434,22,18000,Own,1.0,Homeimprovement,A,3500,7.49,1,0.19,N,4,Default,No Previous Default
435,23,18000,Own,3.0,Education,A,4000,5.99,1,0.22,N,2,Default,No Previous Default
436,23,74700,Rent,6.0,Personal,D,24000,12.92,1,0.32,N,2,Default,No Previous Default
437,26,88596,Rent,3.0,Personal,B,24000,11.58,0,0.27,N,3,Non-Default,No Previous Default
438,25,95000,Rent,4.0,Education,A,24000,8.9,0,0.25,N,2,Non-Default,No Previous Default
439,22,83000,Rent,6.0,Debtconsolidation,E,24000,19.69,1,0.29,N,3,Default,No Previous Default
440,25,95000,Rent,9.0,Venture,A,24000,6.54,0,0.25,N,4,Non-Default,No Previous Default
441,21,18000,Own,3.0,Homeimprovement,D,4900,14.54,1,0.27,Y,4,Default,Previous Default
442,21,18000,Own,4.0,Education,B,5000,11.11,1,0.28,N,2,Default,No Previous Default
443,26,100000,Rent,5.0,Personal,C,24000,12.73,0,0.24,N,4,Non-Default,No Previous Default
444,24,110000,Rent,7.0,Venture,D,24000,15.62,0,0.22,N,4,Non-Default,No Previous Default
445,24,18000,Own,0.0,Homeimprovement,A,6250,6.54,1,0.35,N,4,Default,No Previous Default
446,22,98000,Rent,7.0,Debtconsolidation,F,24000,18.535,1,0.24,Y,2,Default,Previous Default
447,26,103872,Rent,6.0,Debtconsolidation,G,24000,20.03,1,0.23,N,4,Default,No Previous Default
448,22,120000,Rent,4.0,Education,B,24000,9.91,0,0.2,N,4,Non-Default,No Previous Default
449,24,120000,Rent,1.0,Venture,B,24000,12.69,0,0.2,N,4,Non-Default,No Previous Default
450,26,108000,Rent,9.0,Education,G,24000,20.16,1,0.22,N,3,Default,No Previous Default
451,24,124080,Rent,4.0,Personal,D,24000,16.49,0,0.19,Y,4,Non-Default,Previous Default
452,23,18000,Mortgage,1.0,Medical,D,2500,15.95,1,0.14,N,2,Default,No Previous Default
453,24,130000,Rent,7.0,Debtconsolidation,B,24000,11.49,0,0.18,N,3,Non-Default,No Previous Default
454,25,135000,Rent,8.0,Personal,B,24000,10.99,0,0.18,N,2,Non-Default,No Previous Default
455,24,135000,Rent,4.0,Homeimprovement,C,24000,13.79,0,0.18,N,2,Non-Default,No Previous Default
456,23,114750,Rent,2.0,Medical,G,24000,20.03,1,0.18,Y,3,Default,Previous Default
457,23,150000,Rent,0.0,Education,A,24000,7.49,0,0.16,N,4,Non-Default,No Previous Default
458,23,138000,Rent,7.0,Debtconsolidation,D,24000,16.0,1,0.17,Y,2,Default,Previous Default
459,24,18000,Own,6.0,Personal,A,13000,7.88,1,0.72,N,3,Default,No Previous Default
460,21,18000,Own,0.0,Venture,B,6250,10.62,1,0.35,N,4,Default,No Previous Default
461,26,155000,Rent,7.0,Debtconsolidation,B,24000,10.99,0,0.15,N,4,Non-Default,No Previous Default
462,26,148000,Rent,1.0,Education,F,24000,18.3,1,0.16,N,2,Default,No Previous Default
463,26,170000,Rent,3.0,Debtconsolidation,C,24000,13.48,0,0.14,Y,2,Non-Default,Previous Default
464,21,18000,Own,1.0,Personal,B,2500,11.36,0,0.14,N,3,Non-Default,No Previous Default
465,24,43896,Rent,8.0,Homeimprovement,B,23975,10.99,1,0.55,N,2,Default,No Previous Default
466,23,120000,Rent,4.0,Medical,C,23750,13.47,0,0.2,N,2,Non-Default,No Previous Default
467,24,54996,Rent,2.0,Personal,B,23600,11.89,1,0.43,N,3,Default,No Previous Default
468,24,18000,Mortgage,0.0,Debtconsolidation,B,10000,12.18,1,0.56,N,2,Default,No Previous Default
469,25,102000,Rent,9.0,Debtconsolidation,C,23600,13.49,0,0.23,N,4,Non-Default,No Previous Default
470,23,75000,Rent,3.0,Personal,E,23575,14.5,1,0.31,N,4,Default,No Previous Default
471,22,18000,Own,2.0,Medical,C,4000,13.48,1,0.22,N,2,Default,No Previous Default
472,22,18000,Own,1.0,Medical,D,5400,15.31,1,0.3,Y,2,Default,Previous Default
473,25,18000,Mortgage,1.0,Medical,B,4000,10.99,1,0.22,N,3,Default,No Previous Default
474,21,18000,Own,5.0,Venture,B,3375,10.99,1,0.19,N,2,Default,No Previous Default
475,22,66960,Rent,1.0,Venture,A,23400,7.49,1,0.35,N,2,Default,No Previous Default
476,22,43385,Rent,7.0,Personal,C,23000,13.48,1,0.53,N,3,Default,No Previous Default
477,25,56544,Rent,3.0,Education,B,23000,10.99,1,0.41,N,2,Default,No Previous Default
478,23,60000,Rent,2.0,Venture,B,23000,12.18,1,0.38,N,4,Default,No Previous Default
479,24,18000,Mortgage,3.0,Venture,C,1200,11.34,0,0.07,Y,4,Non-Default,Previous Default
480,25,63208,Rent,9.0,Education,B,23000,9.91,1,0.36,N,3,Default,No Previous Default
481,24,65000,Rent,0.0,Homeimprovement,B,23000,11.99,1,0.35,N,4,Default,No Previous Default
482,23,68000,Rent,7.0,Education,B,23000,9.62,1,0.34,N,2,Default,No Previous Default
483,22,18000,Own,1.0,Debtconsolidation,B,3000,9.96,1,0.17,N,3,Default,No Previous Default
484,25,80000,Rent,9.0,Venture,C,23000,13.48,0,0.29,N,2,Non-Default,No Previous Default
485,24,88000,Rent,1.0,Venture,D,23000,14.54,1,0.26,N,2,Default,No Previous Default
486,22,58600,Rent,5.0,Medical,B,22750,11.36,1,0.39,N,4,Default,No Previous Default
487,23,70000,Rent,7.0,Debtconsolidation,C,22500,14.27,1,0.32,N,2,Default,No Previous Default
488,24,18287,Own,3.0,Homeimprovement,B,3000,11.99,1,0.16,N,3,Default,No Previous Default
489,26,69846,Rent,2.0,Education,F,22500,18.99,1,0.32,Y,2,Default,Previous Default
490,24,73000,Rent,0.0,Venture,E,22400,16.7,1,0.31,Y,4,Default,Previous Default
491,24,18500,Mortgage,8.0,Personal,A,5000,9.32,1,0.27,N,3,Default,No Previous Default
492,23,35000,Rent,2.0,Debtconsolidation,B,22250,12.69,1,0.64,N,3,Default,No Previous Default
493,25,43000,Rent,9.0,Homeimprovement,C,22000,13.11,1,0.51,N,2,Default,No Previous Default
494,25,52000,Rent,4.0,Personal,B,22000,10.74,1,0.42,N,2,Default,No Previous Default
495,21,18701,Mortgage,0.0,Personal,D,4200,14.11,1,0.22,Y,4,Default,Previous Default
496,22,57000,Rent,6.0,Education,B,22000,9.63,1,0.39,N,3,Default,No Previous Default
497,25,58000,Rent,0.0,Medical,C,22000,14.65,1,0.38,N,2,Default,No Previous Default
498,23,60000,Rent,6.0,Debtconsolidation,B,22000,10.25,1,0.37,N,4,Default,No Previous Default
499,24,60000,Rent,3.0,Venture,C,22000,14.26,1,0.37,Y,2,Default,Previous Default
500,25,18840,Mortgage,5.0,Education,B,3000,9.91,1,0.16,N,2,Default,No Previous Default
501,26,56000,Rent,7.0,Medical,E,22000,17.19,1,0.39,N,3,Default,No Previous Default
502,22,70000,Rent,3.0,Education,B,22000,11.36,1,0.31,N,4,Default,No Previous Default
503,22,66000,Rent,1.0,Education,F,22000,18.535,1,0.33,N,2,Default,No Previous Default
504,23,74064,Rent,3.0,Debtconsolidation,B,22000,10.59,0,0.3,N,3,Non-Default,No Previous Default
505,24,76597,Rent,5.0,Education,B,22000,9.25,0,0.29,N,2,Non-Default,No Previous Default
506,22,19000,Own,6.0,Medical,A,3625,8.49,1,0.19,N,3,Default,No Previous Default
507,26,77000,Rent,0.0,Venture,A,22000,6.54,0,0.29,N,3,Non-Default,No Previous Default
